query_id,total_relevant,P@10_VSM,R@10_VSM,AP_VSM,NDCG@10_VSM,RR_VSM,P@10_BM25,R@10_BM25,AP_BM25,NDCG@10_BM25,RR_BM25,AP_Diff (BM25 - VSM)
85,4,0.0,0.0,0.01985872898395679,0.0,0.030303030303030304,0.1,0.25,0.2627038019344733,0.13508318318204793,1.0,0.2428450729505165
86,2,0.2,1.0,0.75,0.8772153153380493,1.0,0.2,1.0,0.5833333333333333,0.6934264036172708,0.5,-0.16666666666666674
87,8,0.0,0.0,0.012979921301901641,0.0,0.014492753623188406,0.0,0.0,0.0114245995520106,0.0,0.018518518518518517,-0.0015553217498910418
88,6,0.6,1.0,0.7291666666666666,0.8931176858003901,1.0,0.6,1.0,0.6496031746031746,0.6962869581713046,0.5,-0.079563492063492
89,6,0.2,0.3333333333333333,0.20664365832614326,0.2758541710837898,0.3333333333333333,0.2,0.3333333333333333,0.20817644887412332,0.29632517953792237,0.25,0.0015327905479800563
90,13,0.5,0.38461538461538464,0.2759739985190249,0.32447390044216795,0.5,0.2,0.15384615384615385,0.19074245346887106,0.11467637817312386,0.5,-0.08523154505015382
91,9,0.4,0.4444444444444444,0.3539258498668499,0.48141575302509376,0.5,0.5,0.5555555555555556,0.45864481808585367,0.6499348567490739,1.0,0.10471896821900378
92,13,0.6,0.46153846153846156,0.5208709615447595,0.28820509422033297,0.5,0.6,0.46153846153846156,0.48901053309936693,0.22839182336836164,1.0,-0.03186042844539261
93,1,0.1,1.0,0.5,0.6309297535714574,0.5,0.1,1.0,0.5,0.6309297535714574,0.5,0.0
94,12,0.6,0.5,0.6195668653669792,0.33718203133404984,1.0,0.6,0.5,0.5737693527023212,0.31887451058915417,1.0,-0.045797512664658035
95,2,0.2,1.0,0.75,0.47726837038573167,1.0,0.2,1.0,0.45,0.41160199447634027,0.5,-0.3
96,13,0.5,0.38461538461538464,0.3381673490981892,0.2888749740768453,1.0,0.7,0.5384615384615384,0.4591562192652292,0.4856663474274693,0.5,0.12098887016704002
97,10,0.2,0.2,0.1049895882412488,0.1269082923178573,0.3333333333333333,0.3,0.3,0.190909959648306,0.25669484275571314,0.5,0.08592037140705722
98,5,0.0,0.0,0.019760121505683795,0.0,0.05,0.0,0.0,0.02462070407359742,0.0,0.045454545454545456,0.0048605825679136246
99,4,0.2,0.5,0.2593244136108358,0.48632439237954844,0.5,0.2,0.5,0.27286706349206347,0.5014223103815486,0.5,0.013542649881227664
100,9,0.2,0.2222222222222222,0.20325678008170345,0.344047790455851,0.5,0.3,0.3333333333333333,0.2243701439801935,0.3832956638634454,0.5,0.021113363898490056
101,6,0.5,0.8333333333333334,0.8555555555555555,0.7440253052423338,1.0,0.5,0.8333333333333334,0.7741013071895423,0.8398396942689723,1.0,-0.08145424836601323
102,4,0.2,0.5,0.5315920398009951,0.5838683836316082,1.0,0.3,0.75,0.42281215921483095,0.4782014217483263,1.0,-0.10877988058616417
103,2,0.0,0.0,0.02749922142634693,0.0,0.05263157894736842,0.0,0.0,0.03689771766694844,0.0,0.07142857142857142,0.009398496240601507
104,5,0.0,0.0,0.07225098884459295,0.0,0.058823529411764705,0.1,0.2,0.1713626173891369,0.21398626473452753,0.5,0.09911162854454396
105,5,0.3,0.6,0.5546757164404224,0.7943233365467345,1.0,0.3,0.6,0.5578125,0.7943233365467345,1.0,0.003136783559577694
106,5,0.2,0.4,0.3453716216216216,0.6589333500376675,1.0,0.3,0.6,0.48883371530430353,0.7582300096510285,1.0,0.14346209368268192
107,7,0.3,0.42857142857142855,0.3134924571259975,0.3835740442104163,0.5,0.4,0.5714285714285714,0.3685421604539251,0.4015148983088049,0.5,0.055049703327927635
108,7,0.5,0.7142857142857143,0.7364778079063792,0.6389688493137979,1.0,0.5,0.7142857142857143,0.8347247990105133,0.734528170350979,1.0,0.09824699110413415
109,5,0.0,0.0,0.034990084608939855,0.0,0.03571428571428571,0.0,0.0,0.03978040370478865,0.0,0.02631578947368421,0.004790319095848795
110,4,0.2,0.5,0.35064102564102567,0.7325724067406906,1.0,0.1,0.25,0.15456244455110024,0.35855584499842125,0.5,-0.19607858108992543
111,7,0.3,0.42857142857142855,0.3002860235003092,0.23152325943850138,0.25,0.2,0.2857142857142857,0.30598290598290595,0.1460657007663035,0.5,0.0056968824825967546
112,2,0.1,0.5,0.28125,0.17376534287144002,0.5,0.1,0.5,0.3125,0.17376534287144002,0.5,0.03125
113,4,0.0,0.0,0.059000074704915584,0.0,0.08333333333333333,0.1,0.25,0.14039938556067588,0.19519002499605084,0.3333333333333333,0.0813993108557603
